Signal Type: RIP_Thorax_Type;
Start Time: 26/04/2023 19:08:36;
Sample Rate: 32;
Length: 9992;
Unit: ;
;
Data:;
19:40:12,000;-70
19:40:12,031;-71
19:40:12,062;-71
19:40:12,094;-72
19:40:12,125;-72
19:40:12,156;-72
19:40:12,188;-73
19:40:12,219;-73
19:40:12,250;-72
19:40:12,281;-72
19:40:12,312;-71
19:40:12,344;-70
19:40:12,375;-68
19:40:12,406;-66
19:40:12,438;-64
19:40:12,469;-61
19:40:12,500;-58
19:40:12,531;-55
19:40:12,562;-51
19:40:12,594;-48
19:40:12,625;-44
19:40:12,656;-40
19:40:12,688;-36
19:40:12,719;-32
19:40:12,750;-28
19:40:12,781;-24
19:40:12,812;-20
19:40:12,844;-17
19:40:12,875;-13
19:40:12,906;-10
19:40:12,937;-7
19:40:12,969;-5
19:40:13,000;-3
19:40:13,031;-1
19:40:13,062;1
19:40:13,094;2
19:40:13,125;3
19:40:13,156;5
19:40:13,187;5
19:40:13,219;6
19:40:13,250;7
19:40:13,281;8
19:40:13,312;9
19:40:13,344;9
19:40:13,375;10
19:40:13,406;11
19:40:13,437;12
19:40:13,469;13
19:40:13,500;15
19:40:13,531;16
19:40:13,562;17
19:40:13,594;19
19:40:13,625;20
19:40:13,656;22
19:40:13,688;24
19:40:13,719;25
19:40:13,750;27
19:40:13,781;28
19:40:13,812;29
19:40:13,844;31
19:40:13,875;32
19:40:13,906;32
19:40:13,938;33
19:40:13,969;33
19:40:14,000;33
19:40:14,031;33
19:40:14,062;33
19:40:14,094;32
19:40:14,125;31
19:40:14,156;31
19:40:14,188;29
19:40:14,219;28
19:40:14,250;27
19:40:14,281;25
19:40:14,312;24
19:40:14,344;22
19:40:14,375;20
19:40:14,406;19
19:40:14,437;17
19:40:14,469;15
19:40:14,500;14
19:40:14,531;12
19:40:14,562;11
19:40:14,594;9
19:40:14,625;7
19:40:14,656;6
19:40:14,687;5
19:40:14,719;3
19:40:14,750;2
19:40:14,781;1
19:40:14,812;0
19:40:14,844;-1
19:40:14,875;-2
19:40:14,906;-2
19:40:14,937;-3
19:40:14,969;-3
19:40:15,000;-4
19:40:15,031;-4
19:40:15,062;-4
19:40:15,094;-4
19:40:15,125;-4
19:40:15,156;-3
19:40:15,187;-3
19:40:15,219;-2
19:40:15,250;-2
19:40:15,281;-1
19:40:15,312;-1
19:40:15,344;0
19:40:15,375;0
19:40:15,406;0
19:40:15,438;0
19:40:15,469;1
19:40:15,500;0
19:40:15,531;0
19:40:15,562;0
19:40:15,594;-1
19:40:15,625;-2
19:40:15,656;-3
19:40:15,688;-4
19:40:15,719;-5
19:40:15,750;-7
19:40:15,781;-8
19:40:15,812;-9
19:40:15,844;-11
19:40:15,875;-12
19:40:15,906;-13
19:40:15,937;-13
19:40:15,969;-14
19:40:16,000;-14
19:40:16,031;-14
19:40:16,062;-13
19:40:16,094;-12
19:40:16,125;-11
19:40:16,156;-9
19:40:16,187;-7
19:40:16,219;-5
19:40:16,250;-3
19:40:16,281;0
19:40:16,312;3
19:40:16,344;6
19:40:16,375;9
19:40:16,406;12
19:40:16,437;14
19:40:16,469;17
19:40:16,500;19
19:40:16,531;21
19:40:16,562;23
19:40:16,594;24
19:40:16,625;25
19:40:16,656;26
19:40:16,687;26
19:40:16,719;26
19:40:16,750;25
19:40:16,781;24
19:40:16,812;23
19:40:16,844;21
19:40:16,875;20
19:40:16,906;18
19:40:16,938;16
19:40:16,969;15
19:40:17,000;13
19:40:17,031;12
19:40:17,062;11
19:40:17,094;10
19:40:17,125;9
19:40:17,156;9
19:40:17,188;9
19:40:17,219;9
19:40:17,250;10
19:40:17,281;11
19:40:17,312;12
19:40:17,344;14
19:40:17,375;15
19:40:17,406;17
19:40:17,438;18
19:40:17,469;20
19:40:17,500;21
19:40:17,531;23
19:40:17,562;24
19:40:17,594;24
19:40:17,625;25
19:40:17,656;25
19:40:17,687;25
19:40:17,719;25
19:40:17,750;24
19:40:17,781;24
19:40:17,812;23
19:40:17,844;22
19:40:17,875;20
19:40:17,906;19
19:40:17,937;18
19:40:17,969;17
19:40:18,000;16
19:40:18,031;16
19:40:18,062;15
19:40:18,094;15
19:40:18,125;16
19:40:18,156;17
19:40:18,187;18
19:40:18,219;20
19:40:18,250;22
19:40:18,281;24
19:40:18,312;27
19:40:18,344;30
19:40:18,375;33
19:40:18,406;37
19:40:18,438;40
19:40:18,469;44
19:40:18,500;47
19:40:18,531;50
19:40:18,562;53
19:40:18,594;56
19:40:18,625;58
19:40:18,656;60
19:40:18,688;61
19:40:18,719;62
19:40:18,750;63
19:40:18,781;63
19:40:18,812;62
19:40:18,844;61
19:40:18,875;59
19:40:18,906;57
19:40:18,938;54
19:40:18,969;51
19:40:19,000;47
19:40:19,031;44
19:40:19,062;39
19:40:19,094;35
19:40:19,125;30
19:40:19,156;25
19:40:19,187;20
19:40:19,219;16
19:40:19,250;12
19:40:19,281;8
19:40:19,312;4
19:40:19,344;2
19:40:19,375;0
19:40:19,406;-1
19:40:19,437;-1
19:40:19,469;1
19:40:19,500;4
19:40:19,531;8
19:40:19,562;14
19:40:19,594;21
19:40:19,625;30
19:40:19,656;40
19:40:19,687;51
19:40:19,719;62
19:40:19,750;75
19:40:19,781;87
19:40:19,812;100
19:40:19,844;111
19:40:19,875;122
19:40:19,906;130
19:40:19,937;137
19:40:19,969;141
19:40:20,000;141
19:40:20,031;138
19:40:20,062;130
19:40:20,094;118
19:40:20,125;101
19:40:20,156;79
19:40:20,188;52
19:40:20,219;19
19:40:20,250;-18
19:40:20,281;-61
19:40:20,312;-108
19:40:20,344;-159
19:40:20,375;-214
19:40:20,406;-271
19:40:20,438;-331
19:40:20,469;-393
19:40:20,500;-455
19:40:20,531;-518
19:40:20,562;-579
19:40:20,594;-640
19:40:20,625;-698
19:40:20,656;-753
19:40:20,688;-804
19:40:20,719;-852
19:40:20,750;-896
19:40:20,781;-935
19:40:20,812;-969
19:40:20,844;-998
19:40:20,875;-1000
19:40:20,906;-1000
19:40:20,937;-1000
19:40:20,969;-1000
19:40:21,000;-1000
19:40:21,031;-1000
19:40:21,062;-1000
19:40:21,094;-1000
19:40:21,125;-1000
19:40:21,156;-1000
19:40:21,187;-1000
19:40:21,219;-1000
19:40:21,250;-1000
19:40:21,281;-1000
19:40:21,312;-984
19:40:21,344;-967
19:40:21,375;-950
19:40:21,406;-932
19:40:21,437;-914
19:40:21,469;-895
19:40:21,500;-876
19:40:21,531;-856
19:40:21,562;-836
19:40:21,594;-816
19:40:21,625;-795
19:40:21,656;-773
19:40:21,688;-752
19:40:21,719;-730
19:40:21,750;-707
19:40:21,781;-685
19:40:21,812;-662
19:40:21,844;-640
19:40:21,875;-618
19:40:21,906;-596
19:40:21,938;-575
19:40:21,969;-554
19:40:22,000;-534
19:40:22,031;-515
19:40:22,062;-497
19:40:22,094;-480
19:40:22,125;-464
19:40:22,156;-449
19:40:22,188;-435
19:40:22,219;-422
19:40:22,250;-410
19:40:22,281;-399
19:40:22,312;-389
19:40:22,344;-380
19:40:22,375;-371
19:40:22,406;-363
19:40:22,437;-355
19:40:22,469;-347
19:40:22,500;-339
19:40:22,531;-332
19:40:22,562;-324
19:40:22,594;-316
19:40:22,625;-309
19:40:22,656;-300
19:40:22,687;-292
19:40:22,719;-283
19:40:22,750;-275
19:40:22,781;-266
19:40:22,812;-256
19:40:22,844;-247
19:40:22,875;-238
19:40:22,906;-229
19:40:22,937;-220
19:40:22,969;-211
19:40:23,000;-202
19:40:23,031;-194
19:40:23,062;-186
19:40:23,094;-177
19:40:23,125;-170
19:40:23,156;-162
19:40:23,188;-154
19:40:23,219;-147
19:40:23,250;-139
19:40:23,281;-132
19:40:23,312;-124
19:40:23,344;-116
19:40:23,375;-108
19:40:23,406;-100
19:40:23,438;-91
19:40:23,469;-82
19:40:23,500;-73
19:40:23,531;-63
19:40:23,562;-52
19:40:23,594;-42
19:40:23,625;-31
19:40:23,656;-19
19:40:23,688;-8
19:40:23,719;4
19:40:23,750;15
19:40:23,781;27
19:40:23,812;38
19:40:23,844;49
19:40:23,875;60
19:40:23,906;70
19:40:23,937;79
19:40:23,969;88
19:40:24,000;95
19:40:24,031;102
19:40:24,062;109
19:40:24,094;114
19:40:24,125;119
19:40:24,156;123
19:40:24,187;126
19:40:24,219;128
19:40:24,250;130
19:40:24,281;132
19:40:24,312;133
19:40:24,344;133
19:40:24,375;134
19:40:24,406;134
19:40:24,437;134
19:40:24,469;135
19:40:24,500;135
19:40:24,531;135
19:40:24,562;136
19:40:24,594;136
19:40:24,625;137
19:40:24,656;138
19:40:24,687;139
19:40:24,719;141
19:40:24,750;142
19:40:24,781;144
19:40:24,812;145
19:40:24,844;147
19:40:24,875;148
19:40:24,906;150
19:40:24,938;151
19:40:24,969;153
19:40:25,000;154
19:40:25,031;155
19:40:25,062;156
19:40:25,094;158
19:40:25,125;159
19:40:25,156;160
19:40:25,188;160
19:40:25,219;161
19:40:25,250;162
19:40:25,281;163
19:40:25,312;164
19:40:25,344;165
19:40:25,375;166
19:40:25,406;166
19:40:25,438;167
19:40:25,469;167
19:40:25,500;168
19:40:25,531;168
19:40:25,562;168
19:40:25,594;167
19:40:25,625;166
19:40:25,656;165
19:40:25,687;163
19:40:25,719;161
19:40:25,750;157
19:40:25,781;154
19:40:25,812;149
19:40:25,844;144
19:40:25,875;138
19:40:25,906;132
19:40:25,937;125
19:40:25,969;117
19:40:26,000;109
19:40:26,031;100
19:40:26,062;91
19:40:26,094;82
19:40:26,125;72
19:40:26,156;63
19:40:26,187;53
19:40:26,219;44
19:40:26,250;35
19:40:26,281;27
19:40:26,312;19
19:40:26,344;12
19:40:26,375;6
19:40:26,406;0
19:40:26,438;-5
19:40:26,469;-9
19:40:26,500;-12
19:40:26,531;-15
19:40:26,562;-16
19:40:26,594;-17
19:40:26,625;-18
19:40:26,656;-17
19:40:26,688;-17
19:40:26,719;-16
19:40:26,750;-14
19:40:26,781;-13
19:40:26,812;-12
19:40:26,844;-10
19:40:26,875;-9
19:40:26,906;-8
19:40:26,938;-8
19:40:26,969;-8
19:40:27,000;-8
19:40:27,031;-8
19:40:27,062;-9
19:40:27,094;-10
19:40:27,125;-12
19:40:27,156;-13
19:40:27,187;-15
19:40:27,219;-17
19:40:27,250;-19
19:40:27,281;-21
19:40:27,312;-23
19:40:27,344;-25
19:40:27,375;-26
19:40:27,406;-27
19:40:27,437;-28
19:40:27,469;-29
19:40:27,500;-29
19:40:27,531;-29
19:40:27,562;-28
19:40:27,594;-27
19:40:27,625;-26
19:40:27,656;-24
19:40:27,687;-23
19:40:27,719;-21
19:40:27,750;-19
19:40:27,781;-17
19:40:27,812;-15
19:40:27,844;-13
19:40:27,875;-12
19:40:27,906;-10
19:40:27,937;-9
19:40:27,969;-9
19:40:28,000;-9
19:40:28,031;-9
19:40:28,062;-10
19:40:28,094;-11
19:40:28,125;-13
19:40:28,156;-15
19:40:28,188;-18
19:40:28,219;-21
19:40:28,250;-25
19:40:28,281;-29
19:40:28,312;-33
19:40:28,344;-37
19:40:28,375;-42
19:40:28,406;-47
19:40:28,438;-51
19:40:28,469;-56
19:40:28,500;-60
19:40:28,531;-65
19:40:28,562;-69
19:40:28,594;-73
19:40:28,625;-78
19:40:28,656;-81
19:40:28,687;-85
19:40:28,719;-89
19:40:28,750;-92
19:40:28,781;-95
19:40:28,812;-99
19:40:28,844;-102
19:40:28,875;-105
19:40:28,906;-109
19:40:28,937;-113
19:40:28,969;-116
19:40:29,000;-120
19:40:29,031;-125
19:40:29,062;-129
19:40:29,094;-134
19:40:29,125;-139
19:40:29,156;-144
19:40:29,187;-149
19:40:29,219;-154
19:40:29,250;-160
19:40:29,281;-165
19:40:29,312;-170
19:40:29,344;-175
19:40:29,375;-180
19:40:29,406;-184
19:40:29,437;-188
19:40:29,469;-192
19:40:29,500;-195
19:40:29,531;-198
19:40:29,562;-200
19:40:29,594;-202
19:40:29,625;-204
19:40:29,656;-205
19:40:29,688;-206
19:40:29,719;-207
19:40:29,750;-207
19:40:29,781;-208
19:40:29,812;-208
19:40:29,844;-208
19:40:29,875;-208
19:40:29,906;-208
19:40:29,938;-208
19:40:29,969;-208
19:40:30,000;-208
19:40:30,031;-209
19:40:30,062;-209
19:40:30,094;-208
19:40:30,125;-208
19:40:30,156;-207
19:40:30,188;-207
19:40:30,219;-205
19:40:30,250;-204
19:40:30,281;-202
19:40:30,312;-199
19:40:30,344;-196
19:40:30,375;-193
19:40:30,406;-190
19:40:30,437;-186
19:40:30,469;-182
19:40:30,500;-178
19:40:30,531;-175
19:40:30,562;-171
19:40:30,594;-168
19:40:30,625;-165
19:40:30,656;-163
19:40:30,687;-162
19:40:30,719;-161
19:40:30,750;-161
19:40:30,781;-162
19:40:30,812;-164
19:40:30,844;-167
19:40:30,875;-171
19:40:30,906;-176
19:40:30,937;-181
19:40:30,969;-187
19:40:31,000;-193
19:40:31,031;-200
19:40:31,062;-206
19:40:31,094;-213
19:40:31,125;-219
19:40:31,156;-225
19:40:31,188;-230
19:40:31,219;-235
19:40:31,250;-239
19:40:31,281;-242
19:40:31,312;-244
19:40:31,344;-246
19:40:31,375;-246
19:40:31,406;-245
19:40:31,438;-244
19:40:31,469;-241
19:40:31,500;-238
19:40:31,531;-234
19:40:31,562;-229
19:40:31,594;-224
19:40:31,625;-218
19:40:31,656;-212
19:40:31,688;-205
19:40:31,719;-198
19:40:31,750;-191
19:40:31,781;-183
19:40:31,812;-176
19:40:31,844;-168
19:40:31,875;-160
19:40:31,906;-152
19:40:31,937;-144
19:40:31,969;-135
19:40:32,000;-127
19:40:32,031;-118
19:40:32,062;-109
19:40:32,094;-100
19:40:32,125;-92
19:40:32,156;-83
19:40:32,187;-74
19:40:32,219;-66
